,id,name,reviews.rating,reviews.text,reviews.title,subjectivity,polarity,review_analysis
1022,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,they dont last long at all not worth buying,DONT BUY,0.1888888888888888,-0.0666666666666666,Negative
1024,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,dont last as long as I expected them to. they are in our fire stick remotes and i have to change them about every 2 or 3 months,dont last as long as I expected them to.,0.2888888888888889,-0.05,Negative
1025,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,"DON'T RECHARGE THEM LIKE SERIOUSLY DON'T!!!! they work good and last but not for to long and when two of them died i decided to recharge them and it leaked all over my battery charger. my brother took a few and i had no idea he charged a few without a problem and he didn't get his stuff ruined but i did. So if I were you, don't charge them",DONT RECHARGE THEM,0.3222222222222222,-0.0939670138888888,Negative
1026,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Worst battery I have ever came across. Don't use for children's toys leaks battery acid. Had in my daughters mobile and the batteries only lasted 4 days when any other battery lasts a month and when I replaced them this morning I found they leaked battery acid all over.,Dont use for childrens toys,0.7916666666666666,-0.375,Negative
1027,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Bought a, c d 9v batteries in April the AAA seemed fine but went to replace them 4 backs dead. I tried 5th pack and they worked. I will no longer be buying batteries from Amazon you can not count on them. I had d didn't work I hope 9v work. Some of these where for fire alarms not long lasting or don't workUsed c batteries they lasted 12 0f a CD Amazon batteries are horrible",dont waiste your money they dont work or last for a very short time,0.4599999999999999,-0.1516666666666666,Negative
1030,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,All but about 4 were duds. What a waste of money.,Duds,0.0,-0.2,Negative
1045,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,Does not last as long as name brands such as Duracell and Energizer.,"Economy batteries, less actual mAh than competitors",0.3222222222222222,-0.0166666666666666,Negative
1049,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Just enough batteries to fill all the remotes and have a few in reserve.And, hey, it's Amazon - you can't beat the price.",Eight is enough.,0.3,-0.1,Negative
1052,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,It's a whole crap load of Aa batteries. They make electricity happen. It's magic,Enough batteries for everything you own ten times over,0.7333333333333334,-0.0333333333333333,Negative
1059,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Every battery had a voltage reading between 1.61 and 1.66v. Will update if the lifespan of these batteries is less than expected.,Every battery had a voltage reading between 1. 61 ...,0.2333333333333333,-0.1333333333333333,Negative
1080,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Unbeatable for the price. Haven't tested in depth, but seem to last just as long as any name brand AA's.",Excellent,0.2333333333333333,-0.025,Negative
1102,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"As good as any of the big name brands. Only complaint is the very difficult to remove plastic from each group of four batteries. I appreciate that Amazon is concerned with reducing package size, but wrapping them in plastic isn't working for me. Would have been much better to use a small band to keep them together since they are in a tight cardboard box, it is unlikely they will short each other out, the band probably isn't even needed.","Excellent batteries, but packaging could use some improvement.",0.4782467532467533,-0.073051948051948,Negative
1132,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"My husband uses these batteries in his insulin pump. He was buying expensive brand name batteries because he thought they would last longer. I ordered these AmazonBasics for him and it is a great buy. As far as lasting, they last as long, if not longer, than the name brand batteries. I would say to anyone who is thinking of getting these batteries, you will not go wrong with them. Try them and see what you think. This is the battery we will be buying from now on.",Excellent product and awesome price savings!!,0.4854166666666666,-0.0187499999999999,Negative
1164,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I didn't even know amazon made batteries until I worked at an event where there were remote control cars for kids to play with and these batteries lasted a long time. In a 5 hour period I think we only went through 2 sets of batteries per car.. and these things were running non stop! That sold me on their quality, so I bought a box for the house!",Fantastic Batteries!,0.5333333333333333,-0.05,Negative
1171,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These batteries have performed just as well as the expensive ones with the super fancy space age look to them.,Fantastic value!,0.6833333333333333,-0.0833333333333333,Negative
1172,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"These batteries rock, and they last a long time and are way cheaper than other batteries.",Fantastic!,0.2805555555555555,-0.0583333333333333,Negative
1180,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,After less than 6mos I started seeing a lot of leakage.,Fell apart quickly,0.0666666666666666,-0.1666666666666666,Negative
1183,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works as expected from a battery. Would buy again.,Fine,0.4,-0.1,Negative
1188,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,ya....fine .....I mean its a battery .....How long they gonna last,fine..,0.3847222222222222,-0.1208333333333333,Negative
1293,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Arrived on time. Long lasting batteries.,Five Stars,0.2,-0.025,Negative
1320,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected,Five Stars,0.4,-0.1,Negative
1321,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected,Five Stars,0.4,-0.1,Negative
1322,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected,Five Stars,0.4,-0.1,Negative
1323,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected,Five Stars,0.4,-0.1,Negative
1324,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected,Five Stars,0.4,-0.1,Negative
1325,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected,Five Stars,0.4,-0.1,Negative
1326,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected,Five Stars,0.4,-0.1,Negative
1327,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected,Five Stars,0.4,-0.1,Negative
1328,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,AS EXPECTED,Five Stars,0.4,-0.1,Negative
1329,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected,Five Stars,0.4,-0.1,Negative
1330,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected,Five Stars,0.4,-0.1,Negative
1331,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected,Five Stars,0.4,-0.1,Negative
1332,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected,Five Stars,0.4,-0.1,Negative
1333,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected,Five Stars,0.4,-0.1,Negative
1334,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected!,Five Stars,0.4,-0.125,Negative
1335,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected!! No complains..,Five Stars,0.4,-0.15625,Negative
1336,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected.,Five Stars,0.4,-0.1,Negative
1337,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected.,Five Stars,0.4,-0.1,Negative
1338,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected.,Five Stars,0.4,-0.1,Negative
1339,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected.,Five Stars,0.4,-0.1,Negative
1340,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,As expected.,Five Stars,0.4,-0.1,Negative
1341,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected.,Five Stars,0.4,-0.1,Negative
1342,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,as expected. will order again,Five Stars,0.4,-0.1,Negative
1403,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,batteries for the average man,Five Stars,0.3999999999999999,-0.15,Negative
1404,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Batteries hold up just as well as any other but also beat all other prices,Five Stars,0.375,-0.125,Negative
1406,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Batteries last long time. come in convenient box. Its a deal,Five Stars,0.2333333333333333,-0.025,Negative
1438,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Battery last long!,Five Stars,0.2333333333333333,-0.03125,Negative
1483,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Came as expected,Five Stars,0.4,-0.1,Negative
1491,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Can you make bad batteries in 2017,Five Stars,0.6666666666666666,-0.6999999999999998,Negative
1503,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Can't beat this price! These batteries work just as well as other more expensive batteries...Will definitely order these again.,Five Stars,0.51875,-0.03125,Negative
1505,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Can't go wrong with these batteries for this price.,Five Stars,0.9,-0.5,Negative
1557,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Dependable, as usual.",Five Stars,0.25,-0.25,Negative
1571,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Easiest way to order long lasting batteries!,Five Stars,0.2,-0.025,Negative
1698,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,for an amazon battery they have actually lasted very long.,Five Stars,0.31,-0.0325,Negative
1705,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Giant brick of batteries. No more, no less.",Five Stars,0.5222222222222223,-0.0555555555555555,Negative
2733,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,GREEN SLIME EL CHEAPOs,Five Stars,0.3,-0.2,Negative
2743,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Have been outlasting previously purchased duracell procells in my bass guitar wireless transmtter,Five Stars,0.3333333333333333,-0.1583333333333333,Negative
2761,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I find these well priced and long lasting.,Five Stars,0.2,-0.025,Negative
2769,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I have never been disappointed by any of the Amazon products.,Five Stars,0.75,-0.75,Negative
2773,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I like the price and they seem to last as long as other brands.,Five Stars,0.2805555555555555,-0.0583333333333333,Negative
2788,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I mean... they work.,Five Stars,0.6875,-0.3125,Negative
2791,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I think it can has a long life.,Five Stars,0.4,-0.05,Negative
2797,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I'll never run out of batteries again! insert sinister mad scientist laugh here,Five Stars,0.7000000000000001,-0.2749999999999999,Negative
2800,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I'm just getting them put out in game cameras so don't know how they last yet.,Five Stars,0.2333333333333333,-0.2,Negative
2804,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,is as can be expected,Five Stars,0.4,-0.1,Negative
2807,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,It is impossible to beat this quality for this price.,Five Stars,1.0,-0.6666666666666666,Negative
2813,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,It use for a long time .,Five Stars,0.4,-0.05,Negative
2874,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,last a long time,Five Stars,0.2333333333333333,-0.025,Negative
2875,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Last a long time!,Five Stars,0.2333333333333333,-0.03125,Negative
2876,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Last as long as your average name brand batteries. No complaints.,Five Stars,0.2888888888888889,-0.0666666666666666,Negative
2878,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Last long,Five Stars,0.2333333333333333,-0.025,Negative
2879,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,last long enough for toys i suppose,Five Stars,0.3222222222222222,-0.0166666666666666,Negative
2886,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,lasts a long time,Five Stars,0.4,-0.05,Negative
2888,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Lasts as long as big brand names versions!,Five Stars,0.25,-0.025,Negative
2889,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,lasts as long as energizer batteries,Five Stars,0.4,-0.05,Negative
2890,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Lasts as long as the competitors!,Five Stars,0.4,-0.0625,Negative
2893,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Lasts long, reliable, biggest bang for your buck.",Five Stars,0.4,-0.05,Negative
2896,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,less expensive than most and lasts just as long,Five Stars,0.4166666666666666,-0.0541666666666666,Negative
2897,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Lets see how long the last. If they don't last long, I will lower the rating.",Five Stars,0.2333333333333333,-0.025,Negative
2903,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Lithium ion batteries are the future and these are lasting almost x2 as long for my console controllers.,Five Stars,0.175,-0.0166666666666666,Negative
2905,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Long lasting,Five Stars,0.2,-0.025,Negative
2906,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Long lasting,Five Stars,0.2,-0.025,Negative
2907,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Long lasting,Five Stars,0.2,-0.025,Negative
2908,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Long lasting,Five Stars,0.2,-0.025,Negative
2909,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Long Lasting,Five Stars,0.2,-0.025,Negative
2911,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Long lasting battery life,Five Stars,0.2,-0.025,Negative
2914,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Long life. Can't beat the price. These are the batteries I will buy from now on.,Five Stars,0.4,-0.05,Negative
2985,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,My kid goes through these like water. Expensive ones don't last much long. This is my go to brand,Five Stars,0.3888888888888888,-0.1833333333333333,Negative
3054,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Not much to say, it's a bunch of AA batteries. They work.",Five Stars,0.2,-0.1,Negative
3088,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"ordered several sizes they seem to be working well after a few months. Will buy again, esp 9V",Five Stars,0.05,-0.1,Negative
3146,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Product is as expected.,Five Stars,0.4,-0.1,Negative
3148,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Product was as expected,Five Stars,0.4,-0.1,Negative
3155,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Quality as expected,Five Stars,0.4,-0.1,Negative
3178,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Received as promised and are working as expected.,Five Stars,0.4,-0.1,Negative
3200,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Seem to last as long as other brands.,Five Stars,0.2805555555555555,-0.0583333333333333,Negative
3201,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Seem to last just as long as the name brands, for a fraction of the cost!",Five Stars,0.2333333333333333,-0.03125,Negative
3214,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Seems to work like every other battery. Just less expensive!,Five Stars,0.3805555555555555,-0.3055555555555555,Negative
3242,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,So far these are performing extremely well,Five Stars,1.0,-0.0124999999999999,Negative
3322,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,The batteries appear to last just as long as the bunny and other major brands.,Five Stars,0.3354166666666667,-0.0281249999999999,Negative
3339,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,The proof of their value will be how long they last once in service.,Five Stars,0.2333333333333333,-0.025,Negative
3368,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These batteries are long lasting.,Five Stars,0.2,-0.025,Negative
3383,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These batteries work as expected. No noticeable difference in the mAh,Five Stars,0.4,-0.1,Negative
3386,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These came on time and work as expected.,Five Stars,0.4,-0.1,Negative
3387,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These have lasted longer than some other brands. Definitely keeping these stocked up!!,Five Stars,0.4375,-0.0625,Negative
3388,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These last a long time,Five Stars,0.2333333333333333,-0.025,Negative
3394,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These seem to last just as long as the name brand ones. Will buy again.,Five Stars,0.2333333333333333,-0.025,Negative
3395,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These seem to work as well as any other name brand batteries. I would buy again.,Five Stars,0.375,-0.125,Negative
3415,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"They are batteries, half the price of the name brand sold locally and work just the same",Five Stars,0.0972222222222222,-0.0555555555555555,Negative
3419,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They are batteries. Plain and simple.,Five Stars,0.3571428571428571,-0.1071428571428571,Negative
3429,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They definitely last at least 7x longer than average batteries,Five Stars,0.2888888888888889,-0.15,Negative
3434,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They just work as any other batteries,Five Stars,0.375,-0.125,Negative
3436,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They last just as long as the bunny rabbit battery,Five Stars,0.2333333333333333,-0.025,Negative
3437,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"They last relatively long, can't complain.",Five Stars,0.2333333333333333,-0.025,Negative
3451,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,they seem to work as well as any other battery I've tried.,Five Stars,0.375,-0.125,Negative
3455,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They were just what we expected and needed.,Five Stars,0.4,-0.1,Negative
3465,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They work as expected and are inexpensive.,Five Stars,0.4,-0.1,Negative
3483,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They work very fine even in very cold weather.,Five Stars,0.825,-0.1191666666666666,Negative
3506,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They're batteries. Not much to fuss about. Work as you'd expect batteries to work.,Five Stars,0.2,-0.1,Negative
3512,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They're batteries...They work...And make other stuff work. Yay!,Five Stars,0.375,-0.15625,Negative
3519,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,This is not 39in long,Five Stars,0.4,-0.05,Negative
3526,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,To soon to comment on how long the battery power would last.,Five Stars,0.2333333333333333,-0.025,Negative
3528,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Try to order these every few months to have on hand.,Five Stars,0.1,-0.2,Negative
3537,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,use these bad boys on my xbox controllers. last as long as any other batteries I've purchased,Five Stars,0.3770833333333333,-0.2187499999999999,Negative
3619,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"What can I say, they're batteries. They work as expected.",Five Stars,0.4,-0.1,Negative
3624,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,what I expected,Five Stars,0.4,-0.1,Negative
3627,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,What you order is what you get. Long life.,Five Stars,0.4,-0.05,Negative
3632,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Why buy any other batteries AmazonBasics does it again.,Five Stars,0.375,-0.125,Negative
3633,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Why buy regular batteries when these work just as well, but cost less!",Five Stars,0.0717948717948717,-0.1041666666666666,Negative
3640,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Will only buy amazon basics batteries from now on. Last just as long as the more expensive ones.,Five Stars,0.5333333333333334,-0.0099999999999999,Negative
3656,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Work as expected,Five Stars,0.4,-0.1,Negative
3657,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Work as expected.,Five Stars,0.4,-0.1,Negative
3665,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,work for a long time,Five Stars,0.4,-0.05,Negative
3685,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Work great--last long.,Five Stars,0.4,-0.05,Negative
3705,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Work just as well as any other batteries and are cheaper!,Five Stars,0.375,-0.15625,Negative
3730,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Work well in my game cameras.,Five Stars,0.4,-0.4,Negative
3731,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,work well with no issues. last as long as the name brand,Five Stars,0.2333333333333333,-0.025,Negative
3732,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Work well, last as long as name brand batteries.",Five Stars,0.2333333333333333,-0.025,Negative
3737,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Worked as expected,Five Stars,0.4,-0.1,Negative
3770,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works as expected,Five Stars,0.4,-0.1,Negative
3771,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works as expected,Five Stars,0.4,-0.1,Negative
3772,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,works as expected,Five Stars,0.4,-0.1,Negative
3773,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works as expected,Five Stars,0.4,-0.1,Negative
3774,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works as expected!,Five Stars,0.4,-0.125,Negative
3775,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,works as expected.,Five Stars,0.4,-0.1,Negative
3781,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"WORKS AS WELL AS NAME BRAND BATTERIES, BUT COST A LOT LESS.",Five Stars,0.0666666666666666,-0.1666666666666666,Negative
3786,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,works as well as the other brands,Five Stars,0.375,-0.125,Negative
